Gene	Module	kME
ENSMUSG00000044681	P4_I9_M20	0.87
ENSMUSG00000044689	UNCLASSIFIED	NA
ENSMUSG00000044694	P3_I9_M9	0.84
ENSMUSG00000044697	UNCLASSIFIED	NA
ENSMUSG00000044700	P3_I9_M14	0.8
ENSMUSG00000044701	P3_I9_M12	0.8
ENSMUSG00000044702	P4_I9_M1	0.86
ENSMUSG00000044703	P10_I3_M1	0.83
ENSMUSG00000044707	P4_I9_M10	0.89
ENSMUSG00000044708	UNCLASSIFIED	NA
ENSMUSG00000044709	P2_I12_M4	0.93
ENSMUSG00000044712	P1_I9_M1	0.91
ENSMUSG00000044715	P1_I9_M1	0.92
ENSMUSG00000044716	UNCLASSIFIED	NA
ENSMUSG00000044724	P3_I9_M8	0.83
ENSMUSG00000044730	P7_I7_M4	0.92
ENSMUSG00000044734	P3_I9_M7	0.86
ENSMUSG00000044737	UNCLASSIFIED	NA
ENSMUSG00000044748	UNCLASSIFIED	NA
ENSMUSG00000044749	P2_I12_M16	0.91
ENSMUSG00000044751	UNCLASSIFIED	NA
ENSMUSG00000044757	UNCLASSIFIED	NA
ENSMUSG00000044763	UNCLASSIFIED	NA
ENSMUSG00000044768	P2_I12_M1	0.92
ENSMUSG00000044770	P1_I9_M3	0.89
ENSMUSG00000044772	P1_I9_M3	0.96
ENSMUSG00000044783	P1_I9_M9	0.85
ENSMUSG00000044786	UNCLASSIFIED	NA
ENSMUSG00000044788	P1_I9_M2	0.98
ENSMUSG00000044791	P2_I12_M2	0.95
ENSMUSG00000044792	P2_I12_M13	0.86
ENSMUSG00000044795	P3_I9_M9	0.82
ENSMUSG00000044807	P1_I9_M1	0.92
ENSMUSG00000044811	P5_I8_M14	0.89
ENSMUSG00000044813	P2_I12_M17	0.83
ENSMUSG00000044814	UNCLASSIFIED	NA
ENSMUSG00000044816	P10_I3_M5	0.88
ENSMUSG00000044820	UNCLASSIFIED	NA
ENSMUSG00000044827	UNCLASSIFIED	NA
ENSMUSG00000044835	P1_I9_M3	0.95
ENSMUSG00000044847	P5_I8_M10	0.87
ENSMUSG00000044854	P2_I12_M4	0.87
ENSMUSG00000044857	P1_I9_M1	0.93
ENSMUSG00000044860	UNCLASSIFIED	NA
ENSMUSG00000044863	P4_I9_M20	0.9
ENSMUSG00000044864	P1_I9_M1	0.9
ENSMUSG00000044867	P6_I6_M7	0.85
ENSMUSG00000044876	UNCLASSIFIED	NA
ENSMUSG00000044881	P2_I12_M6	0.84
ENSMUSG00000044894	UNCLASSIFIED	NA
ENSMUSG00000044906	P2_I12_M3	0.87
ENSMUSG00000044916	P4_I9_M25	0.9
ENSMUSG00000044921	P4_I9_M18	0.86
ENSMUSG00000044927	UNCLASSIFIED	NA
ENSMUSG00000044934	P5_I8_M1	0.84
ENSMUSG00000044937	UNCLASSIFIED	NA
ENSMUSG00000044938	P1_I9_M4	0.98
ENSMUSG00000044948	P1_I9_M3	0.96
ENSMUSG00000044949	P3_I9_M6	0.92
ENSMUSG00000044950	P2_I12_M5	0.91
ENSMUSG00000044951	P1_I9_M4	0.95
ENSMUSG00000044952	P3_I9_M16	0.85
ENSMUSG00000044957	UNCLASSIFIED	NA
ENSMUSG00000044966	UNCLASSIFIED	NA
ENSMUSG00000044968	P4_I9_M5	0.9
ENSMUSG00000044976	P10_I3_M5	0.93
ENSMUSG00000044982	P2_I12_M3	0.88
ENSMUSG00000044986	P1_I9_M2	0.86
ENSMUSG00000044991	UNCLASSIFIED	NA
ENSMUSG00000044997	UNCLASSIFIED	NA
ENSMUSG00000045005	P4_I9_M1	0.83
ENSMUSG00000045007	UNCLASSIFIED	NA
ENSMUSG00000045008	UNCLASSIFIED	NA
ENSMUSG00000045009	P4_I9_M20	0.93
ENSMUSG00000045027	UNCLASSIFIED	NA
ENSMUSG00000045031	P4_I9_M10	0.9
ENSMUSG00000045036	P1_I9_M3	0.88
ENSMUSG00000045038	P4_I9_M5	0.89
ENSMUSG00000045039	P1_I9_M1	0.93
ENSMUSG00000045045	P6_I6_M4	0.81
ENSMUSG00000045048	P11_I1_M5	0.86
ENSMUSG00000045053	P10_I3_M5	0.8
ENSMUSG00000045055	P2_I12_M18	0.8
ENSMUSG00000045062	P3_I9_M4	0.83
ENSMUSG00000045064	P7_I7_M6	0.88
ENSMUSG00000045071	P5_I8_M9	0.84
ENSMUSG00000045075	UNCLASSIFIED	NA
ENSMUSG00000045078	P1_I9_M1	0.94
ENSMUSG00000045087	P6_I6_M2	0.9
ENSMUSG00000045092	UNCLASSIFIED	NA
ENSMUSG00000045094	UNCLASSIFIED	NA
ENSMUSG00000045095	P4_I9_M1	0.93
ENSMUSG00000045098	P2_I12_M2	0.94
ENSMUSG00000045100	P3_I9_M16	0.87
ENSMUSG00000045102	P1_I9_M5	0.85
ENSMUSG00000045103	UNCLASSIFIED	NA
ENSMUSG00000045104	UNCLASSIFIED	NA
ENSMUSG00000045106	P1_I9_M10	0.94
ENSMUSG00000045107	UNCLASSIFIED	NA
ENSMUSG00000045114	P2_I12_M5	0.95
ENSMUSG00000045128	P10_I3_M2	0.9
ENSMUSG00000045136	P2_I12_M1	0.92
ENSMUSG00000045140	P5_I8_M1	0.82
ENSMUSG00000045160	P2_I12_M13	0.86
ENSMUSG00000045165	P3_I9_M15	0.85
ENSMUSG00000045176	P4_I9_M2	0.94
ENSMUSG00000045180	UNCLASSIFIED	NA
ENSMUSG00000045193	P5_I8_M12	0.92
ENSMUSG00000045201	P10_I3_M1	0.93
ENSMUSG00000045205	P2_I12_M2	0.94
ENSMUSG00000045210	P2_I12_M2	0.88
ENSMUSG00000045211	P5_I8_M2	0.9
ENSMUSG00000045215	UNCLASSIFIED	NA
ENSMUSG00000045216	P2_I12_M17	0.86
ENSMUSG00000045231	UNCLASSIFIED	NA
ENSMUSG00000045232	UNCLASSIFIED	NA
ENSMUSG00000045237	P6_I6_M5	0.88
ENSMUSG00000045238	UNCLASSIFIED	NA
ENSMUSG00000045246	P1_I9_M4	0.96
ENSMUSG00000045248	P3_I9_M1	0.83
ENSMUSG00000045251	P4_I9_M6	0.89
ENSMUSG00000045252	UNCLASSIFIED	NA
ENSMUSG00000045257	UNCLASSIFIED	NA
ENSMUSG00000045259	UNCLASSIFIED	NA
ENSMUSG00000045268	UNCLASSIFIED	NA
ENSMUSG00000045273	P2_I12_M1	0.87
ENSMUSG00000045275	P1_I9_M3	0.96
ENSMUSG00000045281	UNCLASSIFIED	NA
ENSMUSG00000045282	P1_I9_M2	0.98
ENSMUSG00000045284	UNCLASSIFIED	NA
ENSMUSG00000045287	P1_I9_M1	0.88
ENSMUSG00000045288	UNCLASSIFIED	NA
ENSMUSG00000045294	P5_I8_M14	0.86
ENSMUSG00000045302	UNCLASSIFIED	NA
ENSMUSG00000045312	P1_I9_M1	0.83
ENSMUSG00000045314	P2_I12_M10	0.9
ENSMUSG00000045316	P6_I6_M2	0.86
ENSMUSG00000045318	P1_I9_M3	0.83
ENSMUSG00000045319	P2_I12_M16	0.9
ENSMUSG00000045322	P4_I9_M7	0.91
ENSMUSG00000045326	P1_I9_M3	0.98
ENSMUSG00000045327	P4_I9_M12	0.85
ENSMUSG00000045328	P5_I8_M10	0.92
ENSMUSG00000045333	P1_I9_M1	0.92
ENSMUSG00000045345	UNCLASSIFIED	NA
ENSMUSG00000045348	P1_I9_M3	0.95
ENSMUSG00000045349	UNCLASSIFIED	NA
ENSMUSG00000045350	UNCLASSIFIED	NA
ENSMUSG00000045362	P6_I6_M8	0.83
ENSMUSG00000045374	P7_I7_M5	0.8
ENSMUSG00000045377	P5_I8_M2	0.91
ENSMUSG00000045378	UNCLASSIFIED	NA
ENSMUSG00000045381	UNCLASSIFIED	NA
ENSMUSG00000045382	P1_I9_M1	0.87
ENSMUSG00000045391	UNCLASSIFIED	NA
ENSMUSG00000045392	P1_I9_M5	0.86
ENSMUSG00000045394	P1_I9_M3	0.94
ENSMUSG00000045404	P2_I12_M1	0.88
ENSMUSG00000045409	P2_I12_M5	0.95
ENSMUSG00000045410	P3_I9_M18	0.93
ENSMUSG00000045411	P5_I8_M12	0.91
ENSMUSG00000045414	UNCLASSIFIED	NA
ENSMUSG00000045427	P11_I1_M3	0.89
ENSMUSG00000045435	P4_I9_M11	0.86
ENSMUSG00000045438	P2_I12_M4	0.85
ENSMUSG00000045441	UNCLASSIFIED	NA
ENSMUSG00000045455	UNCLASSIFIED	NA
ENSMUSG00000045464	UNCLASSIFIED	NA
ENSMUSG00000045466	P5_I8_M7	0.89
ENSMUSG00000045467	P7_I7_M5	0.86
ENSMUSG00000045482	P3_I9_M17	0.92
ENSMUSG00000045498	UNCLASSIFIED	NA
ENSMUSG00000045502	P6_I6_M10	0.8
ENSMUSG00000045503	P2_I12_M4	0.87
ENSMUSG00000045506	UNCLASSIFIED	NA
ENSMUSG00000045509	UNCLASSIFIED	NA
ENSMUSG00000045515	P1_I9_M3	0.96
ENSMUSG00000045519	P3_I9_M4	0.85
ENSMUSG00000045521	UNCLASSIFIED	NA
ENSMUSG00000045534	P4_I9_M23	0.86
ENSMUSG00000045538	UNCLASSIFIED	NA
ENSMUSG00000045545	P3_I9_M13	0.83
ENSMUSG00000045551	UNCLASSIFIED	NA
ENSMUSG00000045555	P5_I8_M2	0.86
ENSMUSG00000045569	P7_I7_M4	0.92
ENSMUSG00000045573	P3_I9_M2	0.85
ENSMUSG00000045576	P3_I9_M6	0.8
ENSMUSG00000045594	P3_I9_M15	0.89
ENSMUSG00000045598	UNCLASSIFIED	NA
ENSMUSG00000045620	P2_I12_M1	0.89
ENSMUSG00000045624	P3_I9_M6	0.92
ENSMUSG00000045625	UNCLASSIFIED	NA
ENSMUSG00000045629	P4_I9_M25	0.87
ENSMUSG00000045636	P5_I8_M5	0.83
ENSMUSG00000045639	P2_I12_M5	0.85
ENSMUSG00000045655	P1_I9_M3	0.98
ENSMUSG00000045657	P2_I12_M6	0.84
ENSMUSG00000045658	UNCLASSIFIED	NA
ENSMUSG00000045659	P4_I9_M10	0.84
ENSMUSG00000045662	UNCLASSIFIED	NA
ENSMUSG00000045664	P2_I12_M4	0.92
ENSMUSG00000045665	P3_I9_M7	0.89
ENSMUSG00000045667	P1_I9_M4	0.91
ENSMUSG00000045671	P4_I9_M12	0.89
ENSMUSG00000045672	UNCLASSIFIED	NA
ENSMUSG00000045679	P1_I9_M1	0.92
ENSMUSG00000045680	P2_I12_M7	0.85
ENSMUSG00000045689	UNCLASSIFIED	NA
ENSMUSG00000045690	P2_I12_M4	0.87
ENSMUSG00000045691	UNCLASSIFIED	NA
ENSMUSG00000045694	UNCLASSIFIED	NA
ENSMUSG00000045699	P1_I9_M6	0.85
ENSMUSG00000045709	UNCLASSIFIED	NA
ENSMUSG00000045725	UNCLASSIFIED	NA
ENSMUSG00000045730	P2_I12_M3	0.82
ENSMUSG00000045731	UNCLASSIFIED	NA
ENSMUSG00000045733	UNCLASSIFIED	NA
ENSMUSG00000045744	P3_I9_M12	0.87
ENSMUSG00000045746	UNCLASSIFIED	NA
ENSMUSG00000045751	P5_I8_M10	0.9
ENSMUSG00000045752	P4_I9_M2	0.93
ENSMUSG00000045757	P4_I9_M6	0.84
ENSMUSG00000045761	P1_I9_M3	0.96
ENSMUSG00000045763	P4_I9_M22	0.88
ENSMUSG00000045767	P11_I1_M3	0.96
ENSMUSG00000045775	UNCLASSIFIED	NA
ENSMUSG00000045776	UNCLASSIFIED	NA
ENSMUSG00000045777	UNCLASSIFIED	NA
ENSMUSG00000045790	P3_I9_M4	0.94
ENSMUSG00000045794	UNCLASSIFIED	NA
ENSMUSG00000045795	P5_I8_M15	0.85
ENSMUSG00000045799	UNCLASSIFIED	NA
ENSMUSG00000045802	P10_I3_M4	0.87
ENSMUSG00000045813	UNCLASSIFIED	NA
ENSMUSG00000045817	P4_I9_M7	0.81
ENSMUSG00000045822	P5_I8_M4	0.87
ENSMUSG00000045826	P6_I6_M10	0.89
ENSMUSG00000045827	P4_I9_M1	0.93
ENSMUSG00000045838	P1_I9_M1	0.85
ENSMUSG00000045842	P5_I8_M11	0.94
ENSMUSG00000045854	P2_I12_M7	0.91
ENSMUSG00000045867	UNCLASSIFIED	NA
ENSMUSG00000045868	P1_I9_M10	0.92
ENSMUSG00000045871	P2_I12_M6	0.8
ENSMUSG00000045875	P8_I5_M2	0.83
ENSMUSG00000045876	UNCLASSIFIED	NA
ENSMUSG00000045877	UNCLASSIFIED	NA
ENSMUSG00000045886	UNCLASSIFIED	NA
ENSMUSG00000045896	P8_I5_M3	0.83
ENSMUSG00000045903	P5_I8_M14	0.91
ENSMUSG00000045915	P4_I9_M20	0.88
ENSMUSG00000045917	P8_I5_M3	0.88
ENSMUSG00000045930	P3_I9_M17	0.84
ENSMUSG00000045932	P2_I12_M3	0.91
ENSMUSG00000045934	P3_I9_M1	0.96
ENSMUSG00000045942	UNCLASSIFIED	NA
ENSMUSG00000045948	UNCLASSIFIED	NA
ENSMUSG00000045954	P2_I12_M3	0.9
ENSMUSG00000045962	P2_I12_M2	0.94
ENSMUSG00000045968	UNCLASSIFIED	NA
ENSMUSG00000045969	P1_I9_M1	0.93
ENSMUSG00000045973	P3_I9_M21	0.84
ENSMUSG00000045975	UNCLASSIFIED	NA
ENSMUSG00000045980	P4_I9_M7	0.91
ENSMUSG00000045983	P4_I9_M7	0.9
ENSMUSG00000045991	P1_I9_M2	0.98
ENSMUSG00000045994	UNCLASSIFIED	NA
ENSMUSG00000045996	P3_I9_M7	0.85
ENSMUSG00000046005	UNCLASSIFIED	NA
ENSMUSG00000046006	P3_I9_M15	0.85
ENSMUSG00000046010	P7_I7_M1	0.81
ENSMUSG00000046020	P1_I9_M1	0.95
ENSMUSG00000046027	P2_I12_M17	0.91
ENSMUSG00000046031	P5_I8_M10	0.87
ENSMUSG00000046032	P1_I9_M1	0.95
ENSMUSG00000046034	UNCLASSIFIED	NA
ENSMUSG00000046056	P3_I9_M3	0.88
ENSMUSG00000046057	UNCLASSIFIED	NA
ENSMUSG00000046058	P7_I7_M3	0.89
ENSMUSG00000046062	UNCLASSIFIED	NA
ENSMUSG00000046070	UNCLASSIFIED	NA
ENSMUSG00000046079	P2_I12_M7	0.85
ENSMUSG00000046080	UNCLASSIFIED	NA
ENSMUSG00000046082	P5_I8_M7	0.92
ENSMUSG00000046085	UNCLASSIFIED	NA
ENSMUSG00000046093	P1_I9_M7	0.91
ENSMUSG00000046096	P5_I8_M1	0.95
ENSMUSG00000046101	UNCLASSIFIED	NA
ENSMUSG00000046108	UNCLASSIFIED	NA
ENSMUSG00000046110	P1_I9_M1	0.92
ENSMUSG00000046111	P2_I12_M2	0.92
ENSMUSG00000046138	P2_I12_M2	0.9
ENSMUSG00000046139	P3_I9_M17	0.92
ENSMUSG00000046145	P4_I9_M13	0.86
ENSMUSG00000046152	UNCLASSIFIED	NA
ENSMUSG00000046157	P4_I9_M10	0.93
ENSMUSG00000046159	P1_I9_M2	0.82
ENSMUSG00000046160	UNCLASSIFIED	NA
ENSMUSG00000046167	P1_I9_M7	0.9
ENSMUSG00000046168	UNCLASSIFIED	NA
ENSMUSG00000046169	P5_I8_M17	0.88
ENSMUSG00000046178	UNCLASSIFIED	NA
ENSMUSG00000046179	UNCLASSIFIED	NA
ENSMUSG00000046182	P2_I12_M8	0.81
ENSMUSG00000046185	P4_I9_M9	0.83
ENSMUSG00000046186	P1_I9_M1	0.92
ENSMUSG00000046191	P5_I8_M17	0.87
ENSMUSG00000046192	P1_I9_M3	0.99
ENSMUSG00000046196	P1_I9_M3	0.82
ENSMUSG00000046201	P7_I7_M1	0.92
ENSMUSG00000046207	P1_I9_M1	0.95
ENSMUSG00000046213	UNCLASSIFIED	NA
ENSMUSG00000046215	UNCLASSIFIED	NA
ENSMUSG00000046223	P3_I9_M12	0.91
ENSMUSG00000046229	UNCLASSIFIED	NA
ENSMUSG00000046230	P3_I9_M9	0.92
ENSMUSG00000046240	UNCLASSIFIED	NA
ENSMUSG00000046242	P1_I9_M3	0.96
ENSMUSG00000046245	UNCLASSIFIED	NA
ENSMUSG00000046269	P7_I7_M1	0.84
ENSMUSG00000046275	P3_I9_M4	0.88
ENSMUSG00000046280	P2_I12_M3	0.92
ENSMUSG00000046295	P5_I8_M10	0.85
ENSMUSG00000046311	P5_I8_M17	0.9
ENSMUSG00000046312	UNCLASSIFIED	NA
ENSMUSG00000046314	UNCLASSIFIED	NA
ENSMUSG00000046318	UNCLASSIFIED	NA
ENSMUSG00000046323	UNCLASSIFIED	NA
ENSMUSG00000046324	P1_I9_M1	0.92
ENSMUSG00000046329	P2_I12_M19	0.82
ENSMUSG00000046330	P2_I12_M4	0.93
ENSMUSG00000046334	UNCLASSIFIED	NA
ENSMUSG00000046337	P3_I9_M12	0.86
ENSMUSG00000046338	UNCLASSIFIED	NA
ENSMUSG00000046341	P3_I9_M5	0.81
ENSMUSG00000046345	P1_I9_M4	0.97
ENSMUSG00000046351	P2_I12_M2	0.88
ENSMUSG00000046352	P1_I9_M2	0.95
ENSMUSG00000046364	P2_I12_M4	0.94
ENSMUSG00000046378	UNCLASSIFIED	NA
ENSMUSG00000046380	P6_I6_M3	0.82
ENSMUSG00000046387	P3_I9_M3	0.92
ENSMUSG00000046388	UNCLASSIFIED	NA
ENSMUSG00000046402	P9_I6_M2	0.87
ENSMUSG00000046404	UNCLASSIFIED	NA
ENSMUSG00000046408	UNCLASSIFIED	NA
ENSMUSG00000046410	P4_I9_M7	0.92
ENSMUSG00000046413	UNCLASSIFIED	NA
ENSMUSG00000046415	P5_I8_M4	0.87
ENSMUSG00000046417	P9_I6_M2	0.91
ENSMUSG00000046432	P1_I9_M3	0.87
ENSMUSG00000046434	P4_I9_M7	0.91
ENSMUSG00000046440	UNCLASSIFIED	NA
ENSMUSG00000046441	P3_I9_M1	0.83
ENSMUSG00000046442	P2_I12_M5	0.89
ENSMUSG00000046447	UNCLASSIFIED	NA
ENSMUSG00000046449	P1_I9_M3	0.89
ENSMUSG00000046456	P4_I9_M1	0.88
ENSMUSG00000046460	P4_I9_M4	0.88
ENSMUSG00000046463	P1_I9_M1	0.86
ENSMUSG00000046470	P7_I7_M3	0.87
ENSMUSG00000046480	P1_I9_M4	0.97
ENSMUSG00000046487	UNCLASSIFIED	NA
ENSMUSG00000046491	P2_I12_M4	0.92
ENSMUSG00000046516	P2_I12_M13	0.87
ENSMUSG00000046519	P1_I9_M1	0.96
ENSMUSG00000046532	P4_I9_M12	0.92
ENSMUSG00000046541	P2_I12_M2	0.87
ENSMUSG00000046546	P1_I9_M1	0.92
ENSMUSG00000046550	UNCLASSIFIED	NA
ENSMUSG00000046556	P7_I7_M1	0.93
ENSMUSG00000046561	P6_I6_M9	0.95
ENSMUSG00000046562	P2_I12_M6	0.84
ENSMUSG00000046567	UNCLASSIFIED	NA
ENSMUSG00000046572	P4_I9_M1	0.91
ENSMUSG00000046573	UNCLASSIFIED	NA
ENSMUSG00000046574	P3_I9_M4	0.92
ENSMUSG00000046580	UNCLASSIFIED	NA
ENSMUSG00000046585	P1_I9_M3	0.97
ENSMUSG00000046589	UNCLASSIFIED	NA
ENSMUSG00000046591	P2_I12_M1	0.86
ENSMUSG00000046593	P4_I9_M20	0.88
ENSMUSG00000046598	P1_I9_M2	0.97
ENSMUSG00000046603	UNCLASSIFIED	NA
ENSMUSG00000046605	P1_I9_M1	0.93
ENSMUSG00000046607	UNCLASSIFIED	NA
ENSMUSG00000046610	UNCLASSIFIED	NA
ENSMUSG00000046618	P2_I12_M3	0.87
ENSMUSG00000046620	UNCLASSIFIED	NA
ENSMUSG00000046623	UNCLASSIFIED	NA
ENSMUSG00000046636	UNCLASSIFIED	NA
ENSMUSG00000046637	P1_I9_M3	0.97
ENSMUSG00000046652	UNCLASSIFIED	NA
ENSMUSG00000046658	P4_I9_M6	0.9
ENSMUSG00000046667	UNCLASSIFIED	NA
ENSMUSG00000046668	UNCLASSIFIED	NA
ENSMUSG00000046671	P3_I9_M7	0.92
ENSMUSG00000046675	P2_I12_M4	0.83
ENSMUSG00000046679	P3_I9_M4	0.89
ENSMUSG00000046683	UNCLASSIFIED	NA
ENSMUSG00000046687	P1_I9_M2	0.95
ENSMUSG00000046688	UNCLASSIFIED	NA
ENSMUSG00000046691	P1_I9_M1	0.95
ENSMUSG00000046694	P3_I9_M12	0.92
ENSMUSG00000046699	UNCLASSIFIED	NA
ENSMUSG00000046707	P1_I9_M1	0.93
ENSMUSG00000046709	P1_I9_M3	0.94
ENSMUSG00000046711	UNCLASSIFIED	NA
ENSMUSG00000046714	UNCLASSIFIED	NA
ENSMUSG00000046718	UNCLASSIFIED	NA
ENSMUSG00000046719	P3_I9_M3	0.91
ENSMUSG00000046721	P3_I9_M5	0.88
ENSMUSG00000046722	P4_I9_M7	0.96
ENSMUSG00000046727	P3_I9_M20	0.88
ENSMUSG00000046731	P1_I9_M1	0.93
ENSMUSG00000046733	P4_I9_M23	0.85
ENSMUSG00000046743	P2_I12_M2	0.89
ENSMUSG00000046747	UNCLASSIFIED	NA
ENSMUSG00000046748	UNCLASSIFIED	NA
ENSMUSG00000046750	UNCLASSIFIED	NA
ENSMUSG00000046753	P1_I9_M1	0.89
ENSMUSG00000046756	UNCLASSIFIED	NA
ENSMUSG00000046761	UNCLASSIFIED	NA
ENSMUSG00000046764	P4_I9_M4	0.89
ENSMUSG00000046768	P3_I9_M3	0.92
ENSMUSG00000046782	UNCLASSIFIED	NA
ENSMUSG00000046785	P2_I12_M2	0.92
ENSMUSG00000046791	UNCLASSIFIED	NA
ENSMUSG00000046792	UNCLASSIFIED	NA
ENSMUSG00000046794	P1_I9_M2	0.83
ENSMUSG00000046798	P2_I12_M16	0.9
ENSMUSG00000046804	UNCLASSIFIED	NA
ENSMUSG00000046805	P2_I12_M1	0.88
ENSMUSG00000046806	P3_I9_M8	0.85
ENSMUSG00000046807	P1_I9_M3	0.95
ENSMUSG00000046808	P2_I12_M6	0.87
ENSMUSG00000046811	P1_I9_M2	0.97
ENSMUSG00000046814	UNCLASSIFIED	NA
ENSMUSG00000046818	P1_I9_M4	0.86
ENSMUSG00000046822	P1_I9_M1	0.96
ENSMUSG00000046826	UNCLASSIFIED	NA
ENSMUSG00000046828	P1_I9_M4	0.92
ENSMUSG00000046836	P1_I9_M1	0.94
ENSMUSG00000046840	P1_I9_M2	0.91
ENSMUSG00000046841	P2_I12_M1	0.94
ENSMUSG00000046844	UNCLASSIFIED	NA
ENSMUSG00000046856	P3_I9_M3	0.88
ENSMUSG00000046861	UNCLASSIFIED	NA
ENSMUSG00000046862	P1_I9_M1	0.93
ENSMUSG00000046865	P4_I9_M2	0.88
ENSMUSG00000046873	P11_I1_M3	0.9
ENSMUSG00000046876	P5_I8_M8	0.8
ENSMUSG00000046879	UNCLASSIFIED	NA
ENSMUSG00000046886	P1_I9_M3	0.98
ENSMUSG00000046897	P2_I12_M5	0.92
ENSMUSG00000046908	UNCLASSIFIED	NA
ENSMUSG00000046909	UNCLASSIFIED	NA
ENSMUSG00000046916	P5_I8_M6	0.88
ENSMUSG00000046934	UNCLASSIFIED	NA
ENSMUSG00000046947	P4_I9_M18	0.89
ENSMUSG00000046949	P2_I12_M17	0.88
ENSMUSG00000046952	UNCLASSIFIED	NA
ENSMUSG00000046959	P1_I9_M2	0.98
ENSMUSG00000046961	P3_I9_M4	0.8
ENSMUSG00000046962	P3_I9_M1	0.91
ENSMUSG00000046971	UNCLASSIFIED	NA
ENSMUSG00000046982	P3_I9_M17	0.95
ENSMUSG00000046985	UNCLASSIFIED	NA
ENSMUSG00000046991	P6_I6_M3	0.86
ENSMUSG00000046993	P3_I9_M12	0.9
ENSMUSG00000046994	P11_I1_M3	0.87
ENSMUSG00000046997	P2_I12_M10	0.86
ENSMUSG00000046999	UNCLASSIFIED	NA
ENSMUSG00000047003	P7_I7_M1	0.91
ENSMUSG00000047021	P1_I9_M3	0.99
ENSMUSG00000047022	P5_I8_M5	0.87
ENSMUSG00000047030	P3_I9_M4	0.94
ENSMUSG00000047033	UNCLASSIFIED	NA
ENSMUSG00000047036	UNCLASSIFIED	NA
ENSMUSG00000047037	P1_I9_M1	0.93
ENSMUSG00000047040	P1_I9_M3	0.97
ENSMUSG00000047044	P5_I8_M6	0.84
ENSMUSG00000047045	P5_I8_M9	0.93
ENSMUSG00000047053	P2_I12_M21	0.99
ENSMUSG00000047061	UNCLASSIFIED	NA
ENSMUSG00000047067	P9_I6_M4	0.8
ENSMUSG00000047084	P2_I12_M6	0.9
ENSMUSG00000047090	P1_I9_M1	0.9
ENSMUSG00000047098	P2_I12_M5	0.9
ENSMUSG00000047108	UNCLASSIFIED	NA
ENSMUSG00000047109	P1_I9_M2	0.95
ENSMUSG00000047115	UNCLASSIFIED	NA
ENSMUSG00000047117	P3_I9_M1	0.83
ENSMUSG00000047123	P5_I8_M9	0.83
ENSMUSG00000047126	P3_I9_M6	0.92
ENSMUSG00000047129	UNCLASSIFIED	NA
ENSMUSG00000047139	P7_I7_M2	0.89
ENSMUSG00000047141	P2_I12_M2	0.88
ENSMUSG00000047143	UNCLASSIFIED	NA
ENSMUSG00000047146	P4_I9_M1	0.84
ENSMUSG00000047150	P1_I9_M2	0.95
ENSMUSG00000047153	P2_I12_M5	0.85
ENSMUSG00000047168	UNCLASSIFIED	NA
ENSMUSG00000047180	P3_I9_M15	0.9
ENSMUSG00000047181	P2_I12_M8	0.9
ENSMUSG00000047182	P6_I6_M10	0.89
ENSMUSG00000047187	P3_I9_M7	0.95
ENSMUSG00000047193	P2_I12_M2	0.88
ENSMUSG00000047197	UNCLASSIFIED	NA
ENSMUSG00000047205	P1_I9_M1	0.92
ENSMUSG00000047213	P11_I1_M3	0.91
ENSMUSG00000047215	P2_I12_M4	0.96
ENSMUSG00000047216	UNCLASSIFIED	NA
ENSMUSG00000047221	UNCLASSIFIED	NA
ENSMUSG00000047222	P2_I12_M1	0.87
ENSMUSG00000047227	UNCLASSIFIED	NA
ENSMUSG00000047228	P2_I12_M14	0.97
ENSMUSG00000047230	P2_I12_M10	0.94
ENSMUSG00000047238	P1_I9_M1	0.92
ENSMUSG00000047242	P3_I9_M2	0.95
ENSMUSG00000047246	P3_I9_M12	0.91
ENSMUSG00000047248	P6_I6_M8	0.9
ENSMUSG00000047250	P8_I5_M1	0.82
ENSMUSG00000047260	UNCLASSIFIED	NA
ENSMUSG00000047261	UNCLASSIFIED	NA
ENSMUSG00000047264	P4_I9_M4	0.86
ENSMUSG00000047281	UNCLASSIFIED	NA
ENSMUSG00000047284	P2_I12_M5	0.92
ENSMUSG00000047293	UNCLASSIFIED	NA
ENSMUSG00000047307	P5_I8_M17	0.91
ENSMUSG00000047330	P3_I9_M3	0.91
ENSMUSG00000047342	P5_I8_M12	0.86
ENSMUSG00000047343	P1_I9_M4	0.96
ENSMUSG00000047344	P6_I6_M8	0.83
ENSMUSG00000047361	P1_I9_M3	0.98
ENSMUSG00000047363	UNCLASSIFIED	NA
ENSMUSG00000047368	P4_I9_M16	0.94
ENSMUSG00000047369	P5_I8_M12	0.88
ENSMUSG00000047370	UNCLASSIFIED	NA
ENSMUSG00000047371	UNCLASSIFIED	NA
ENSMUSG00000047379	P1_I9_M1	0.9
ENSMUSG00000047388	P7_I7_M1	0.93
ENSMUSG00000047394	P7_I7_M6	0.93
ENSMUSG00000047407	P3_I9_M5	0.87
ENSMUSG00000047409	P2_I12_M3	0.95
ENSMUSG00000047412	UNCLASSIFIED	NA
ENSMUSG00000047414	P4_I9_M12	0.9
ENSMUSG00000047415	UNCLASSIFIED	NA
ENSMUSG00000047417	P2_I12_M5	0.91
ENSMUSG00000047419	P1_I9_M4	0.97
ENSMUSG00000047420	UNCLASSIFIED	NA
ENSMUSG00000047423	P2_I12_M4	0.93
